Ticker,Name,Country,Sector,LastPrice,LastPrice+1M,T12M_DVDS_PAID,TRAIL_12M_EARN_FOR_COMMON,TOTAL_EQUITY,BS_TOT_ASSET,TRAIL_12M_CASH_FROM_OPER,TRAIL_12M_FREE_CASH_FLOW,TRAIL_12M_OPER_MARGIN,TRAIL_12M_GROSS_MARGIN,TRAIL_12M_NET_SALES,TRAIL_12M_ACCT_RCV_UNBILLED_REV,VOLATILITY_90D,CUR_MKT_CAP,TRAIL_12M_EBITDA,TRAIL_12M_INT_EXP,NET_DEBT
TDG UN Equity,TransDigm Group Inc,US,Industrials,228.45,224.73,-3.365,443.847,-1038.306,8427.05,520.938,466.067,39.6733,53.5568,2707.115,-25.418,24.952,12264.8972,1167.665,#N/A N/A,7713.309
ALK UN Equity,Alaska Air Group Inc,US,Industrials,80.51,70.4,-95,805,2365,6564,1367,564,23.2495,#N/A N/A,5527,#N/A N/A,33.535,10154.6149,1597,13,-548
MNK UN Equity,Mallinckrodt PLC,US,Health Care,74.63,58.09,0,324,5311.2,16404.1,896.4,748.4,13.6344,54.8316,3434.7,0.7,74.188,8653.1279,1140.8,255.6,6130.7
NWS UW Equity,News Corp,US,Consumer Discretionary,13.96,13.35,-29,-39,11801,14756,876,465,-0.9463,#N/A N/A,8454,-86,28.126,7884.2799,424,#N/A N/A,-1898
FCPT UN Equity,Four Corners Property Trust Inc,US,Financials,24.16,16.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,1032.6469,#N/A,#N/A,#N/A
RICE UN Equity,Rice Energy Inc,US,Energy,10.9,11.67,0,93.2,2017.327,4225.61,309.107,-939.065,5.8658,31.0965,615.13,-86.392,68.446,1486.5803,330.068,76.204,1305.044
ODP UW Equity,Office Depot Inc,US,Consumer Discretionary,5.64,5.15,0,-91,1580,6459,121,-26,0.182,24.1121,14839,#N/A N/A,48.495,3094.823,327,94,-345
SIRO UW Equity,Sirona Dental Systems Inc,US,Health Care,109.57,106.29,-1.3,186.2,1340.9,1902.3,239.2,186.4,22.2423,55.8168,1161.3,-49.9,20.346,6129.0522,328.1,#N/A N/A,-437.6
INOV UW Equity,Inovalon Holdings Inc,US,Health Care,17,16.88,0,63.504,716.902,1113.38,79.836,74.102,28.1299,67.6503,406.628,-28.482,47.672,2564.9679,134.505,4.445,-428.727
PDM UN Equity,Piedmont Office Realty Trust Inc,US,Financials,18.88,18.51,-128.373,59.86,2092.738,4739.874,191.139,-135.653,12.9547,#N/A N/A,592.019,#N/A N/A,17.314,2747.1967,274.017,74.874,2420.617
COTY UN Equity,Coty Inc,US,Consumer Staples,25.63,24.61,-71,347.6,977.7,6157,616.8,463.2,8.247,60.2677,4325.2,18.8,38.351,8895.2441,586.3,67,2376.5
TW UW Equity,Towers Watson & Co,US,Industrials,128.46,123,-42.584,426.802,2997.581,5264.354,618.129,547.406,16.1641,#N/A N/A,3662.467,-82.267,27.369,8920.7724,763.613,8.819,-405.66
AWH UN Equity,Allied World Assurance Co Holdings AG,US,Financials,37.19,36.59,-88.47,212.693,3555.405,13197.579,338.502,269.538,11.4504,#N/A N/A,2520.527,#N/A N/A,16.879,3381.0503,#N/A N/A,57.576,218.561
CBI UN Equity,Chicago Bridge & Iron Co NV,US,Industrials,38.99,38.82,-30.086,-288.28,2242.002,9909.303,439.918,308.469,-0.6541,11.6814,13026.226,143.443,48.565,4088.6678,89.173,90.116,2094.776
CHH UN Equity,Choice Hotels International Inc,US,Consumer Discretionary,50.41,43.72,-44.935,124.032,-400.643,712.762,144.286,113.416,26.8936,#N/A N/A,834.329,-10.272,25.002,2854.3503,235.636,42.167,618.129
IONS UW Equity,Ionis Pharmaceuticals Inc,US,Health Care,61.93,38.93,0,14.208,245.414,988.005,129.283,120.453,-0.865,#N/A N/A,316.993,24.487,61.371,7438.8896,7.225,34.686,-340.126
MAR UW Equity,Marriott International Inc/MD,US,Consumer Discretionary,67.04,61.28,-245,854,-3589,6153,1354,992,9.2824,14.6175,14339,#N/A N/A,29.76,17237.9219,1470,147,4209
YELP UN Equity,Yelp Inc,US,Information Technology,28.8,20.95,0,22.057,696.462,764.405,72.42,30.751,-1.3678,91.4402,505.867,-25.292,52.638,2173.7323,19.996,0,-368.939
WCC UN Equity,WESCO International Inc,US,Industrials,43.68,40.38,0,236.775,1759.848,4642.509,287.3,266.546,5.3314,20.0238,7652.447,92.152,39.206,1840.2918,473.374,#N/A N/A,1368.416
GDDY UN Equity,GoDaddy Inc,US,Information Technology,32.06,30.49,#N/A N/A,-102.472,631.2,3470.1,#N/A N/A,#N/A N/A,-2.9871,64.2972,1553.561,#N/A N/A,45.415,4998.3786,109.731,78.421,714.9
VER UN Equity,VEREIT Inc,US,Financials,7.92,7.71,-304.349,-553.419,9057.225,18704.888,865.871,762.098,-8.4618,#N/A N/A,1591.45,#N/A N/A,22.421,7167.2906,788.668,401.958,8676.844
RLGY UN Equity,Realogy Holdings Corp,US,Financials,36.67,32.8,0,196,2393,8029,547,465,10.1608,#N/A N/A,5659,1,27.555,5373.2517,778,#N/A N/A,3665
BDN UN Equity,Brandywine Realty Trust,US,Financials,13.66,12.83,-115.135,22.726,2045.157,4741.621,246.57,-330.762,20.2208,#N/A N/A,596.449,#N/A N/A,23.557,2393.1869,320.202,114.652,2389.305
FTNT UW Equity,Fortinet Inc,US,Information Technology,31.17,28.14,0,17.334,795.386,1707.173,249.353,214.945,2.3408,71.1303,936.708,-48.105,48.484,5369.4705,49.641,#N/A N/A,-908.158
MKL UN Equity,Markel Corp,US,Financials,883.35,840.46,0,501.223,7754.091,25181.573,116.543,54.488,14.6826,#N/A N/A,5285.278,#N/A N/A,20.103,12322.9556,#N/A N/A,116.97,-20.684
ULTI UW Equity,Ultimate Software Group Inc/The,US,Information Technology,195.51,175.63,0,25.503,329.88,852.49,92.007,51.624,7.888,60.8934,582.861,-35.745,27.507,5602.4544,67.094,#N/A N/A,-132.626
DEI UN Equity,Douglas Emmett Inc,US,Financials,31.18,29.58,-120.734,55.11,2269.811,5943.856,257.657,-130.013,29.4429,#N/A N/A,626.43,#N/A N/A,21.892,4576.5799,389.011,134.14,3464.181
MIDD UW Equity,Middleby Corp/The,US,Industrials,107.87,90.36,0,193.072,1134.314,2710.779,237.076,216.048,18.0825,39.1854,1726.886,4.711,27.125,6182.8207,355.566,#N/A N/A,699.837
SPR UN Equity,Spirit AeroSystems Holdings Inc,US,Industrials,50.07,42.4,0,543.8,2224.4,5937.7,1002.7,700,5.8149,16.8243,6608.9,223.9,26.598,7028.9826,562.3,55.8,98
ACHC UW Equity,Acadia Healthcare Co Inc,US,Health Care,62.46,61.03,0,100.113,1679.252,4145.239,188.325,-55.08,15.7852,#N/A N/A,1594.074,-18.62,44.055,4477.6608,307.519,#N/A N/A,2083.551
HTA UN Equity,Healthcare Trust of America Inc,US,Financials,26.97,28.04,-143.543,43.751,1438.107,3179.586,177.608,155.408,23.2788,#N/A N/A,396.769,#N/A N/A,18.386,3426.2096,241.094,59.316,1564.819
CPT UN Equity,Camden Property Trust,US,Financials,76.76,76.3,-249.106,365.917,2968.552,6033.888,409.175,-41.004,26.5875,#N/A N/A,887.343,#N/A N/A,20.766,6667.465,487.365,99.71,2704.832
CSGP UW Equity,CoStar Group Inc,US,Information Technology,206.69,175.37,0,-12.532,1509.958,2090.736,117.589,83.057,-0.1065,72.3374,674.851,-14.057,26.121,6715.1164,81.239,#N/A N/A,-5.509
PBYI UN Equity,Puma Biotechnology Inc,US,Health Care,78.4,41.74,0,-225.065,244.841,271.624,-139.898,-141.277,#N/A N/A,#N/A N/A,0,1.76,71.155,2542.9627,-225.088,0,-247.775
OC UN Equity,Owens Corning,US,Industrials,47.03,46.19,-77,254,3774,7511,774,352,9.6273,20.6031,5339,#N/A N/A,29.557,5483.0248,813,#N/A N/A,1938
TWTR UN Equity,Twitter Inc,US,Information Technology,23.14,16.8,0,-556.147,4274.163,6289.064,327.146,-8.461,-24.2123,67.3868,1986.637,-205.236,49.418,15803.3856,-193.205,97.508,-1887.08
TRU UN Equity,TransUnion,US,Industrials,27.57,24.74,0,-26.3,1390,4489.2,250.4,116.6,11.5773,64.7463,1456.3,-44.2,26.169,5025.0187,444.6,159,2065.1
SUNEQ UN Equity,SunEdison Inc,US,Information Technology,5.09,3.13,-52.3,-1161.1,4573,20714,-1337.1,-3196.9,-42.9177,17.6455,1864.5,-18.5,161.192,1612.1118,-372.7,653.6,9279
WPG UN Equity,WP Glimcher Inc,US,Financials,10.61,9.08,-47.055,29.323,1574.135,5601.912,316.266,179.648,18.9321,#N/A N/A,869.573,#N/A N/A,33.59,1966.0813,476.052,128.425,3274.091
ITT UN Equity,ITT Inc,US,Industrials,36.32,32.45,-41.9,348.8,1366.9,3478.3,259.9,151.3,14.9346,33.2701,2478.8,-28.8,30.65,3250.64,457.4,#N/A N/A,-504.7
CFX UN Equity,Colfax Corp,US,Industrials,23.35,22.14,0,203.676,3304.031,7039.896,336.374,281.352,7.9506,31.8632,4111.945,-20.222,41.009,2900.8272,482.975,47.574,1327.537
1396926D UW Equity,Liberty Media Corp,US,Consumer Discretionary,38.08,35.59,0,93,18442,30680,1199,995,20.141,62.3024,4682,#N/A N/A,20.144,12852.0431,1302,314,6195
STR UN Equity,Questar Corp,US,Utilities,19.48,20.39,-144.6,220.3,1293.3,4187.4,445.1,92.4,34.6598,#N/A N/A,1143.4,#N/A N/A,22.02,3406.0062,629.9,63.2,1589
VSTO UN Equity,Vista Outdoor Inc,US,Consumer Discretionary,44.51,48.21,-214,71.304,1665.403,2963.868,208.471,168.403,8.2527,26.4894,2058.144,21.919,31.281,2773.2589,239.913,22.316,605.118
ZNGA UW Equity,Zynga Inc,US,Information Technology,2.68,2.46,0,-115.438,1920.429,2237.784,-43.567,-52.537,-18.1295,70.4366,771.495,-0.502,27.012,2500.3639,-79.178,#N/A N/A,-1074.236
CSX UW Equity,CSX Corp,US,Industrials,25.95,23.02,-671,1993,11660,34015,3553,751,30.2242,#N/A N/A,12222,123,#N/A N/A,25299.8166,4880,537,9140
ESV UN Equity,Ensco PLC,US,Energy,15.39,9.78,-282.2,-2588.7,9021.8,16440.8,1758.8,-8.8,-40.2694,42.4196,4394.9,#N/A N/A,61.011,3623.9618,-1204.9,211.3,4812.9
PANW UN Equity,Palo Alto Networks Inc,US,Information Technology,176.14,149.49,0,-173.614,626.5,2094.4,422.076,374.683,-13.6095,73.1594,1032.906,-80.124,35.294,15132.0026,-108.607,22.636,-269
LBRDK UW Equity,Liberty Broadband Corp,US,Consumer Discretionary,51.86,47,#N/A N/A,-68.59,3174.812,3611.517,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,58.719,#N/A N/A,23.906,5346.7335,#N/A N/A,#N/A N/A,-280.395
LBRDA UW Equity,Liberty Broadband Corp,US,Consumer Discretionary,51.65,47.6,#N/A N/A,-68.59,3174.812,3611.517,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,58.719,#N/A N/A,25.631,5346.7335,#N/A N/A,#N/A N/A,-280.395
VWR UW Equity,VWR Corp,US,Health Care,28.31,24.46,-25,149.6,1349.4,4852.8,261.2,226.2,7.4004,27.814,4307.9,-16.5,25.981,3718.7649,443,115.8,2093.3
SRC UN Equity,Spirit Realty Capital Inc,US,Financials,10.02,10.48,-282.492,137.495,3555.222,7892.233,335.073,-765.557,40.8566,#N/A N/A,653.461,#N/A N/A,23.373,4422.7714,525.822,224.898,3976.774
BRCD UW Equity,Brocade Communications Systems Inc,US,Information Technology,9.18,7.98,-67.47,340.362,2533.535,4038.178,447.499,378.756,21.7667,67.5105,2263.46,-19.283,30.235,3760.1827,577.487,55.578,-644.78
FANG UW Equity,Diamondback Energy Inc,US,Energy,66.9,75.55,0,-264.545,2289.72,2991.554,443.998,-533.596,-67.2746,39.8909,584.996,7.568,43.997,4462.4309,-170.765,41.828,445.173
MTW UN Equity,Manitowoc Co Inc/The,US,Industrials,3.244,3.3264,-10.8,53.3,789.9,3804.8,163.8,98.6,5.0987,23.3354,3193,37.2,41.565,2096.6506,253.4,96.9,1563.3
WDAY UN Equity,Workday Inc,US,Information Technology,79.68,63.01,0,-268.256,1125.527,2511.153,211.131,79.074,-22.6815,67.9211,1065.192,-52.404,31.479,15298.56,-146.824,31.647,-1388.32
MORN UW Equity,Morningstar Inc,US,Financials,80.41,80.41,-32.886,126.914,680.1,1023.6,243.433,187.969,23.8613,58.3092,783.615,-4.328,17.067,3555.4763,249.331,0.725,-263
DDR UN Equity,DDR Corp,US,Financials,16.84,17.11,-258.54,-198.71,3438.336,9155.479,405.758,-24.549,-6.9161,#N/A N/A,1021.84,#N/A N/A,19.827,6098.2652,336.894,243.538,5202.537
AGO UN Equity,Assured Guaranty Ltd,US,Financials,26.43,23.78,-73,1159,5819,15034,191,191,72.4182,#N/A N/A,2353,#N/A N/A,31.076,3735.2064,#N/A N/A,101,1240
WFT UN Equity,Weatherford International PLC,US,Energy,8.39,6.74,0,-1252,5754,16799,967,20,-4.3057,16.9178,11148,906,74.963,6536.1685,783,#N/A N/A,7185
N UN Equity,NetSuite Inc,US,Information Technology,84.62,69.37,0,-117.685,310.806,1093.27,100.301,59.207,-15.751,67.0701,692.789,-47.154,28.468,6726.3216,-44.528,14.551,-96.747
SBH UN Equity,Sally Beauty Holdings Inc,US,Consumer Discretionary,27.89,27.56,0,235.087,-297.821,2094.351,300.787,194.255,12.9181,49.4961,3834.343,4.029,32.807,4210.061,584.716,116.842,1647.556
KATE UN Equity,Kate Spade & Co,US,Consumer Discretionary,17.77,17.81,0,82.147,173.416,922.288,98.408,31.558,3.2715,59.9044,1212.336,0.621,45.588,2269.1321,91.696,#N/A N/A,181.954
ASH UN Equity,Ashland Inc,US,Materials,102.7,94.76,-99,308,3037,10064,334,69,8.4818,29.1759,5388,#N/A N/A,24.924,6493.0201,798,166,2472
GGP UN Equity,General Growth Properties Inc,US,Financials,27.21,28.04,-593.884,1454.069,8564.072,23789.795,910.318,-142.155,38.2192,#N/A N/A,2432.47,#N/A N/A,26.663,24012.6838,1663.007,631.301,14061.08
JUNO UW Equity,Juno Therapeutics Inc,US,Health Care,43.97,27.58,0,-346.034,1146.914,1488.662,6.731,-17.927,-2478.831,#N/A N/A,14.063,#N/A N/A,60.34,4424.1293,-344.722,#N/A N/A,-1257.934
TEX UN Equity,Terex Corp,US,Industrials,18.48,22.4,-24.6,209.4,1925.7,5878.9,237.5,141.2,5.5486,19.7844,6754.8,-83.4,53.477,2005.08,508,108.1,1596.5
TRN UN Equity,Trinity Industries Inc,US,Industrials,24.02,21.42,-63.7,712.4,3860.3,8805.3,1116.9,329.6,20.8603,25.9978,6507.1,55.2,42.971,3671.5836,1628.4,200.8,2606.7
DDS UN Equity,Dillard's Inc,US,Consumer Discretionary,65.71,70.41,-9.863,315.765,1817.155,4380.186,484.978,315.264,7.9739,36.5329,6816.716,-5.453,36.032,2412.5335,796.829,#N/A N/A,851.445
CNK UN Equity,Cinemark Holdings Inc,US,Consumer Discretionary,33.43,29.49,-115.807,206.425,1096.106,4044.256,457.822,136.934,14.9759,60.8753,2805.33,#N/A N/A,24.374,3875.4662,604.115,113.527,1530.716
ZTS UN Equity,Zoetis Inc,US,Health Care,47.92,43.05,-164,443,1254,6686,773,579,15.4022,63.9784,4811,#N/A N/A,30.934,23860.349,938,116,3042
NCLH UW Equity,Norwegian Cruise Line Holdings Ltd,US,Consumer Discretionary,58.6,45.37,0,363.216,3918.894,11747.165,908.353,477.742,15.4,38.5879,4097.434,-9.143,33.802,13349.5711,1050.438,#N/A N/A,5453.561
IAC UW Equity,IAC/InterActiveCorp,US,Information Technology,60.05,51.94,-113.78,221.493,1870.418,4027.318,313.494,250.736,9.1937,74.6716,3212.959,-32.961,25.144,4983.3364,414.425,59.465,179.615
BC UN Equity,Brunswick Corp/DE,US,Consumer Discretionary,50.51,39.85,-46.1,246.4,1289.1,3127,346.9,203.2,9.1987,26.9799,4058.2,#N/A N/A,32.425,4598.6971,462.4,28.1,-201.3
KAR UN Equity,KAR Auction Services Inc,US,Industrials,37.03,33.42,-150,216.6,1377,5726.5,419,296,16.6615,43.7895,2563.4,#N/A N/A,15.722,5092.9172,635.2,88.1,1742.8
SWI UN Equity,SolarWinds Inc,US,Information Technology,58.9,59.95,0,90.291,483.815,827.757,202.265,186.755,24.5086,89.225,485.932,-10.056,37.191,4233.9875,158.842,0.577,-103.536
PINC UW Equity,Premier Inc,US,Health Care,35.27,31.94,-92.236,-20.754,1006.08,1692.276,340.904,267.389,25.575,60.3252,1048.556,#N/A N/A,27.579,5070.1214,329.191,#N/A N/A,-68.248
SNV UN Equity,Synovus Financial Corp,US,Financials,32.38,30.53,-63.585,210.618,3017.116,28167.827,405.654,376.528,31.8583,#N/A N/A,1204.145,#N/A N/A,25.3,4228.8415,#N/A N/A,115.699,916.255
AR UN Equity,Antero Resources Corp,US,Energy,21.8,27.17,0,1389.622,7110.424,13577.074,1035.975,-2121.071,16.8357,38.7765,2385.104,5.851,60.613,6039.6738,1108.04,222.923,4379.367
TSLA UW Equity,Tesla Motors Inc,US,Consumer Discretionary,240.01,191.2,0,-675.895,1360.837,7547.497,-581.052,-2173.341,-14.0204,25.5163,3788.306,3.887,42.509,31429.6274,-184.291,108.937,1207.167
CDW UW Equity,CDW Corp/DE,US,Information Technology,42.04,38.45,-46.3,365.6,1075.7,6741.5,379.4,314.9,5.7558,16.2443,12620.4,-269.8,26.89,7116.2983,943.4,#N/A N/A,3170.3
CXP UN Equity,Columbia Property Trust Inc,US,Financials,23.48,22.27,#N/A N/A,90.676,2642.3,5222.679,240.759,164.283,17.1299,#N/A N/A,571.277,#N/A N/A,19.348,2920.057,306.438,85.929,2333.468
HDS UW Equity,HD Supply Holdings Inc,US,Industrials,30.03,26.27,0,318,-393,6505,339,238,9.5044,32.9356,7123,-77,33.316,6010.0979,846,442,5110
CVI UN Equity,CVR Energy Inc,US,Energy,39.35,35.02,-195.4,170.3,1772.4,3541.4,721.8,532.9,6.5413,9.47,6258.7,97.9,33.206,3416.8017,573.3,47.7,-338.1
SSNC UW Equity,SS&C Technologies Holdings Inc,US,Information Technology,68.27,64.29,-43.71,67.371,2075.247,5777.223,208.834,196.211,18.8896,46.7531,900.128,-0.937,27.005,6823.8663,296.209,#N/A N/A,2325.132
NCR UN Equity,NCR Corp,US,Information Technology,24.46,21.34,0,-173,1687,7887,705,628,0.4953,22.0554,6461,-78,37.321,3240.95,334,177,2945
MXIM UW Equity,Maxim Integrated Products Inc,US,Information Technology,38,33.4,-323.533,33.915,2114.801,3944.886,694.046,634.095,2.6455,53.2697,2289.099,-0.539,35.311,10800.3647,398.313,#N/A N/A,-608.632
Z UW Equity,Zillow Group Inc,US,Information Technology,23.48,20.5,0,-134.051,2673.441,3162.449,50.75,0.043,-23.6782,90.2519,567.636,-1.729,41.051,4322.5808,-70.46,#N/A N/A,-306.759
ATHN UW Equity,athenahealth Inc,US,Health Care,160.97,141.8,0,15.041,512.15,1091.402,147.883,57.832,0.4706,60.7478,880.41,-42.144,54.097,6250.4605,114.402,5.103,183.288
Q UN Equity,Quintiles Transnational Holdings Inc,US,Health Care,68.66,60.83,0,371.061,-179.926,4033.736,525.333,444.31,11.1527,27.6937,5626.977,-130.188,28.975,8451.5744,752.685,102.293,1396.735
BRKR UW Equity,Bruker Corp,US,Health Care,24.27,22.33,0,66.3,768,1842.9,148.9,119,7.2267,43.112,1653.6,1.7,23.602,4074.4048,171.6,#N/A N/A,-160.9
ARE UN Equity,Alexandria Real Estate Equities Inc,US,Financials,90.36,79.18,-214.126,65.582,3775.178,8737.344,325.612,-468.337,23.1889,#N/A N/A,808.193,#N/A N/A,21.261,6550.8063,434.428,99.771,4237.849
USM UN Equity,United States Cellular Corp,US,Telecommunication Services,40.81,37.64,0,221.67,3566.74,6938.384,397.166,-189.739,7.1414,52.472,4018.562,-37.1,27.554,3439.7737,877.973,75.913,780.391
G UN Equity,Genpact Ltd,US,Information Technology,24.98,23.92,0,221.156,1281.351,2789.005,346.615,287.35,13.3115,39.62,2416.046,-34.042,22.243,5313.0008,404.878,28.933,340.236
LSTR UW Equity,Landstar System Inc,US,Industrials,58.65,57.41,-57.601,148.325,478.701,953.022,177.356,172.15,7.2007,14.1071,3336.716,-18.171,25.158,2532.8619,268.676,3.125,-31.97
CSAL UW Equity,Communications Sales & Leasing Inc,US,Financials,18.69,19.21,#N/A N/A,#N/A N/A,-1092.186,2622.779,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,37.716,2813.7659,#N/A N/A,#N/A N/A,3296.907
MSM UN Equity,MSC Industrial Direct Co Inc,US,Industrials,56.27,64.81,-284.231,230.293,1332.87,2101.206,249.791,198.386,13.0405,45.2372,2910.379,-29.347,23,3465.0434,449.258,6.34,390.037
BKFS UN Equity,Black Knight Financial Services Inc,US,Information Technology,33.06,30.17,#N/A N/A,59.9,1814.2,3689.2,#N/A N/A,#N/A N/A,25.3066,#N/A N/A,913.2,#N/A N/A,23.771,5051.9633,420.1,105.2,1542.7
PTC UW Equity,PTC Inc,US,Information Technology,34.63,29.61,0,62.098,860.171,2209.913,179.903,149.275,4.4737,73.3331,1255.242,29.723,25.233,3966.1554,140.589,14.7,394.708
HHC UN Equity,Howard Hughes Corp/The,US,Financials,113.16,95.03,0,132.768,2335.526,5544.524,-41.63,-863.791,5.3723,#N/A N/A,774.748,#N/A N/A,29.524,4494.1309,134.157,53.413,1871.649
H UN Equity,Hyatt Hotels Corp,US,Consumer Discretionary,47.02,38.68,0,269,4134,7672,507,237,6.98,21.9637,4298,#N/A N/A,28.417,6527.5967,670,68,743
PRGO UN Equity,Perrigo Co PLC,US,Health Care,144.7,144.58,-69,144.3,10732,19703.1,1136.7,992.8,15.9913,38.8125,4997.1,-92.8,32.469,21184.3794,1396.7,#N/A N/A,4852
DDD UN Equity,3D Systems Corp,US,Information Technology,8.69,8.01,0,-57.575,1262.748,1481.509,12.605,-11.403,-10.7089,47.9554,670.238,21.796,63.391,973.9574,7.755,#N/A N/A,-148.558
TRGP UN Equity,Targa Resources Corp,US,Energy,27.06,22.47,-158.8,56.7,6379.9,13418.2,916.9,101.1,7.5098,16.9674,7044.1,249.9,75.108,1515.8648,1088,#N/A N/A,5835.9
IGT UN Equity,International Game Technology PLC,US,Consumer Discretionary,16.18,14.47,#N/A N/A,#N/A N/A,3519.659,15818.375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,29.918,3212.1638,#N/A N/A,#N/A N/A,8196.098
BRX UN Equity,Brixmor Property Group Inc,US,Financials,25.82,26.62,-250.417,161.252,2931.687,9527.623,518.844,303.272,33.4097,#N/A N/A,1255.034,#N/A N/A,20.004,7706.9761,797.635,249.637,5931.353
QGEN UW Equity,QIAGEN NV,US,Health Care,27.65,22.71,0,104.373,2520.279,4159.431,309.752,215.748,10.9725,63.3354,1292.856,-4.259,30.325,6627.8986,332.623,37.711,629.377
WPC UN Equity,WP Carey Inc,US,Financials,59,58.25,-401.189,153.481,3634.944,8888.428,466.397,-720.358,34.2531,#N/A N/A,921.964,#N/A N/A,18.277,6159.8076,591.815,190.105,4408.79
BLUE UW Equity,Bluebird Bio Inc,US,Health Care,64.22,41.36,0,-139.05,889.006,1017.641,-81.008,-87.031,-735.4533,#N/A N/A,18.994,0,117.224,2355.3917,-132.641,#N/A N/A,-901.711
ORCL UN Equity,Oracle Corp,US,Information Technology,36.53,36.31,-2368,9502,47538,109706,13464,11828,35.6128,79.7736,38079,-148,25.472,153470.5744,16386,1254,-13880
CST UN Equity,CST Brands Inc,US,Consumer Discretionary,39.14,38.74,-20,218,1571,3928,492,195,3.1611,12.2394,11610,#N/A N/A,25.274,2959.5459,578,56,974
SATS UW Equity,EchoStar Corp,US,Information Technology,39.11,35.13,0,152.768,3703.567,7289.143,785.62,-45.88,10.8752,41.9591,3197.014,#N/A N/A,25.207,3621.3347,886.739,135.066,641.446
MTCH UW Equity,Match Group Inc,US,Information Technology,13.55,12.55,#N/A N/A,#N/A N/A,962.146,1515.047,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3296.0746,#N/A N/A,#N/A N/A,-97.114
SGEN UW Equity,Seattle Genetics Inc,US,Health Care,44.88,32.98,0,-122.314,696.238,907.34,-135.03,-151.451,-38.8886,88.7823,317.651,-19.681,49.411,6259.904,-109.388,#N/A N/A,-736.454
FLO UN Equity,Flowers Foods Inc,US,Consumer Staples,21.49,20.54,-117.481,184.955,1228.416,2752.243,374.27,287.798,7.5777,48.3611,3797.475,-5.656,29.443,4559.345,417.741,26.735,888.328
SQ UN Equity,Square Inc,US,Information Technology,13.09,8.77,#N/A N/A,-168.6,236.462,597.946,#N/A N/A,#N/A N/A,-14.0957,28.7906,1143.652,#N/A N/A,#N/A N/A,4345.8106,-136.936,#N/A N/A,-173.961
CR UN Equity,Crane Co,US,Industrials,47.84,47.76,-76.525,220.112,1110.4,3402.7,266.217,226.437,12.8681,34.6236,2790.558,0.493,27.059,2777.802,426.803,38.593,511.7
CCP UN Equity,Care Capital Properties Inc,US,Financials,30.57,29.94,#N/A N/A,#N/A N/A,1234.312,2971.271,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,22.352,2561.8354,#N/A N/A,#N/A N/A,1507.993
TUP UN Equity,Tupperware Brands Corp,US,Consumer Discretionary,55.65,46.43,-138.1,210,124.7,1663.3,267.2,201.4,14.3658,67.0813,2371.6,-22.8,32.406,2802.3542,403.3,47.2,802
RGC UN Equity,Regal Entertainment Group,US,Consumer Discretionary,18.87,17.25,-295.3,144.7,-902,2409.1,380.8,194.6,10.0416,61.484,3078.2,10,24.258,2952.5027,523,#N/A N/A,2249.7
IPGP UW Equity,IPG Photonics Corp,US,Information Technology,89.16,80.83,0,237.88,1215.886,1408.206,250.629,183.992,38.2127,54.6586,885.041,-30.596,34.015,4705.9827,378.48,#N/A N/A,-630.805
AWI UN Equity,Armstrong World Industries Inc,US,Industrials,39.6311,33.5213,-1.3,104.7,783.2,2694.4,243.2,74.7,8.8275,24.3426,2429.9,11.7,31.146,2531.4227,332.7,45.6,763.8
CBOE UW Equity,CBOE Holdings Inc,US,Financials,64.9,66.62,-72.191,203.063,259.817,397.419,272.728,235.617,51.3102,#N/A N/A,645.086,-7.193,21.22,5351.3286,376.119,#N/A N/A,-121.678
MSGN UN Equity,MSG Networks Inc,US,Consumer Discretionary,20.8,17.49,0,26.942,-1246.337,863.134,147.838,133.774,31.9371,#N/A N/A,871.202,21.964,35.677,1554.4598,318.517,5.476,1323.713
TMUS UW Equity,T-Mobile US Inc,US,Telecommunication Services,39.12,40.15,0,496,16252,58473,4536,-56,5.194,50.9074,31960,#N/A N/A,#N/A N/A,31923.3813,6069,1415,22051
